"","V1","V3","V3.1","V3.2","V3.3","V3.4","V4","V4.1","V2","V5","V4.2","V4.3","V1.1","V1.2","V4.4","V5.1","V2.1","V2.2","V4.5"
"1",2.01960784313725,1.05128205128205,2.52830188679245,1.03921568627451,3.39285714285714,1.71739130434783,1.79591836734694,1.10714285714286,3.3,3.44444444444444,2.78571428571429,2.24444444444444,3.25,1.55263157894737,2.8780487804878,2.05128205128205,2.4047619047619,1.14516129032258,1.30434782608696
