"","V2","V2.1","V5","V2.2","V2.3","V1","V2.4","V1.1","V1.2","V4","V2.5","V2.6","V5.1","V3","V5.2","V1.3","V3.1","V3.2","V1.4"
"1",1.37837837837838,1.18181818181818,1.60606060606061,1.45714285714286,1.21739130434783,1.21052631578947,1.13953488372093,1.43589743589744,1.03448275862069,1.25,1.4,1.36363636363636,1,1.11764705882353,1.07894736842105,1.11428571428571,1.23529411764706,1.58974358974359,1.01470588235294
